NR_TURNO,CD_CARGO,SQ_CANDIDATO,NM_URNA_CANDIDATO,NM_CANDIDATO,NR_CANDIDATO,NR_PARTIDO,SG_PARTIDO,CD_SITUACAO_CANDIDATURA,CD_SIT_TOT_TURNO
1,6,170001609643,PAULETE DO SAMBA,PAULO RICARDO RODRIGUES DE LIMA,5123,51,PATRIOTA,12,4
1,9,170001610249,JULIO LOSSIO,JULIO EMILIO LOSSIO DE MACEDO,555,36,AGIR,12,4
1,6,170001609029,DR. MARCOS E O COLETIVO,MARCOS HERIDIJÂNIO MOURA BEZERRA,1333,13,PT,12,5
1,7,170001619698,DR. EDUARDO MIRANDA,EDUARDO MIRANDA BRANDÃO,22922,22,PL,12,5
1,6,170001610416,DRA ROBERTA VIRGINIA,ROBERTA VIRGINIA DE SANTANA VASCONCELOS,7009,70,AVANTE,12,5
1,7,170001595449,TIAGO MENEZES,TIAGO MENEZES PEREIRA,10134,10,REPUBLICANOS,12,5
1,6,170001723348,ANA SOUZA,ANAILDE NASCIMENTO DE SOUZA,2728,27,DC,12,4
1,7,170001613420,MARCO SMOKE,MARCO AURELIO DE BARROS E SILVA,70420,70,AVANTE,12,4
1,6,170001609650,LAELSON COSTA,LAELSON OLIVEIRA COSTA,5132,51,PATRIOTA,12,4
1,6,170001723356,ZÉ DA RIMA,ARLINDO BATISTA DE LIMA,2790,27,DC,12,4
1,6,170001610769,PR. BEMJAMIM PIRES,BEMJAMIM PAULO PIRES NETO,4441,44,UNIÃO,3,4
1,7,170001618427,VALTER COUTO,VALTER ALVES DO COUTO FILHO,18318,18,REDE,12,5
1,7,170001718139,JULIANA POPULAR,JULIANA CARLA HERMINIA DE ALMEIDA,33456,33,PMN,12,4
1,6,170001718026,CLAUDIA CORREIA,CLAUDIA DE SÁ LEITÃO CORREIA,3388,33,PMN,12,4
1,7,170001620366,COSETE  CAMARA,COSETE GALINDO CAMARA,40707,40,PSB,12,5
1,7,170001619985,SORAIA ALVES,SORAIA SIQUEIRA CAVALCANTI ALVES,14101,14,PTB,12,4
1,7,170001619719,NENA CABRAL,ANTÔNIO RICARDO CABRAL DE SOUZA,22456,22,PL,12,5
1,6,170001613265,JÚNIOR DE CLETO,CLÉTO CORREIA LIMA JÚNIOR,1565,15,MDB,12,5
1,7,170001618748,CARLOS ALBERTO CAUSA ANIMAL ,CARLOS ALBERTO DOS SANTOS,11789,11,PP,12,5
1,6,170001634992,CHARLLES DE TIRINGA,CHARLLES REKSON BARBOZA DE LIMA,2800,28,PRTB,12,4
1,7,170001609885,JOÃO LUIZ,JOÃO LUIZ DE MESQUITA,51951,51,PATRIOTA,12,5
1,7,170001619708,GRACIVAN ALMEIDA,GRACIVAN ALMEIDA DOS SANTOS,22112,22,PL,12,5
1,7,170001605473,PROFESSOR THIAGO,THIAGO DA SILVA,23999,23,CIDADANIA,12,5
1,6,170001604095,BRUNO PINHO ALVES,BRUNO DE PINHO ALVES BARRETO CAMPELO,4550,45,PSDB,3,4
1,7,170001608976,ODACY AMORIM,ODACY AMORIM DE SOUZA,13444,13,PT,12,5
1,6,170001595477,BIRA DA UNIVERSO,UBIRAJARA EMANUEL TAVARES DE MELO FILHO,1018,10,REPUBLICANOS,12,5
1,7,170001620388,PAULO JUCÁ,PAULO DE TARSO LIRA JUCÁ,40000,40,PSB,12,5
1,7,170001613434,JOSE OLIVEIRA,JOSE DE OLIVEIRA BRITO,70700,70,AVANTE,12,4
1,7,170001620386,SILVANA RODRIGUES,SILVANA RODRIGUES DA CRUZ,40110,40,PSB,12,5
1,7,170001609866,CELINA SILVESTRE,CELINA LIMA PADILHA SILVESTRE,51885,51,PATRIOTA,3,4
1,7,170001610746,DANY MONTEIRO,DANIELLY MEDEIROS COSTA MONTEIRO,77045,77,SOLIDARIEDADE,12,5
1,7,170001724251,DAVID ALVES SIMBORA RENOVAR,DAVID ALVES DA SILVA ANDRADE,18001,18,REDE,12,5
1,7,170001604068,JEFFERSON RIBEIRO,JEFFERSON RIBEIRO DE ANDRADE SOUZA,16666,16,PSTU,12,4
1,6,170001634991,ANANIAS,ANANIAS JOSE FRANCISCO,2833,28,PRTB,12,4
1,7,170001609931,JOAQUIM,JOAQUIM CAMELO GALVÃO DE MELO,55555,55,PSD,12,4
1,7,170001595423,DARIO PESSOA,DARIO PESSOA DE BARROS,10003,10,REPUBLICANOS,12,5
1,3,170001618273,PASTOR WELLINGTON,WELLINGTON DUARTE CARNEIRO,14,14,PTB,12,4
1,6,170001715431,AMARO JÚNIOR,JOSÉ AMARO DA SILVA JUNIOR,2022,20,PSC,12,4
1,7,170001730685,LUCIANA GOMES,LUCIANA WILSON DE VASCONCELOS,44454,44,UNIÃO,12,5
1,6,170001715592,VICTÓRIA PINHEIRO,VICTÓRIA ELLEN ALMEIDA PINHEIRO,2121,21,PCB,12,4
1,7,170001618420,LÍVIA LIRA,LÍVIA DA PAZ LIRA,18300,18,REDE,12,5
1,6,170001595457,MICHELLY MIGUEL,CRISTIANE MICHELLE DAS NEVES MIGUEL,1055,10,REPUBLICANOS,12,5
1,7,170001608983,FLOR DA COLETIVA,ANDRESSA LAYSA QUEIROZ RIBEIRO,65100,65,PC do B,12,5
1,7,170001595435,BRUNA PAES BARRETO,BRUNA LEAL PAES BARRETO,10101,10,REPUBLICANOS,12,5
1,7,170001618946,JANAÍNA GOMES,MARIA JANAINA GOMES DOS SANTOS,12555,12,PDT,12,4
1,7,170001600158,NATALIA LÚCIA,NATALIA LÚCIA BARBOSA CARNEIRO,80180,80,UP,12,4
1,6,170001634982,CARINA PAZ,QUIRAELY CARINA JESUS DA PAZ OLIVEIRA,2890,28,PRTB,12,4
1,7,170001610724,TONHO DO POVÃO,ANTÔNIO JOÃO DOS SANTOS,77666,77,SOLIDARIEDADE,12,5
1,6,170001613269,TADINHO JOÃO,IRINALDO JOÃO DA SILVA,1533,15,MDB,12,5
1,6,170001718767,PASTOR CLEYTON LEON,CLEYTON LEON DE LIMA CANDIDO,3650,36,AGIR,12,4
1,7,170001619693,ABIMAEL SANTOS,ABIMAEL DOS SANTOS PEREIRA,22010,22,PL,12,2
1,6,170001619587,ADALBERTO SERTÃO AO LITORAL,ADALBERTO ALENCAR ALVES,1890,18,REDE,12,5
1,7,170001609263,ELLINSON DOS RODOVIARIOS,ELLINSSON JOSE FERREIRA DE LIMA,44944,44,UNIÃO,3,-1
1,7,170001723365,SAMUEL DA SULANCA,SAMUEL FRANCISCO DA SILVA,27888,27,DC,12,4
1,6,170001718771,NILSON JOSÉ,CLEIDENILSON JOSÉ DE VASCONCELOS MEIRA,3699,36,AGIR,12,4
1,7,170001610729,NEGUINHO DE ISRAEL,GIVANILDO PEDRO DA SILVA,77775,77,SOLIDARIEDADE,12,5
1,7,170001608952,JOÃO PAULO COSTA,JOÃO PAULO DA COSTA CAVALCANTI,65123,65,PC do B,12,2
1,7,170001718663,RENNAN NASCIMENTO,RENNAN HYGOR SANTOS DO NASCIMENTO,36037,36,AGIR,12,4
1,6,170001721978,MÁRCIO CARDOSO,MÁRCIO CARDOSO DE OLIVEIRA,3500,35,PMB,3,-1
1,7,170001619685,CORONEL ALBERTO FEITOSA,ALBERTO JORGE DO NASCIMENTO FEITOSA,22222,22,PL,12,2
1,7,170001620377,JUNIOR MATUTO,GILBERTO GONÇALVES FEITOSA JUNIOR,40111,40,PSB,12,5
1,6,170001718762,DELEGADO SATURNINO,VALDEMIR JOSÉ SATURNINO,3633,36,AGIR,12,4
1,6,170001619594,ENFERMEIRO JHON,JONATA BRUNO DA SILVA SANTOS,5025,50,PSOL,12,5
1,7,170001605487,FRANCISCO LAYON,FRANCISCO JOSE LAYON DE SOUZA E SILVA,23232,23,CIDADANIA,12,5
1,6,170001609133,TAYNA CEPO,TAYNÁ EDUARDA ARAÚJO DE MOURA SANTANA,4474,44,UNIÃO,12,5
1,6,170001718766,MEGUESTAR,MARGARIDA LIMA DA SILVA,3677,36,AGIR,12,4
1,6,170001715426,NANCY TIBURTINO,NANCY TIBURTINO  SILVA MARQUES DA CRUZ,2077,20,PSC,12,4
1,7,170001718654,JÚLIA SÉRVULO,JÚLIA PATRÍCIA SÉRVULO DA COSTA,36112,36,AGIR,3,-1
1,7,170001717070,ISABEL CRISTINA,ISABEL CRISTINA TEIXEIRA DA SILVA,28111,28,PRTB,12,4
1,7,170001610731,PROFESSORA MALBA LUCENA,MALBA LUCENA DE OLIVEIRA MELLO,77699,77,SOLIDARIEDADE,12,5
1,6,170001731857,LIDIA ROCHA,LIDIA ROCHA DO CARMO,1078,10,REPUBLICANOS,12,5
1,6,170001618607,DANIELA TORRES,DANIELA TORRES RORIZ SILVA,1101,11,PP,3,-1
1,7,170001724674,SANDRA SUELI,SANDRA SUELI VILELA DA SILVA BEZERRA,23385,23,CIDADANIA,12,5
1,7,170001723368,EDSON DO UBER BOI BOM,EDSON DOMINGOS DE SOUZA,27123,27,DC,12,4
1,7,170001610714,DELEGADO ROSSINE,ROSSINE BLESMANY DOS SANTOS CORDEIRO,77888,77,SOLIDARIEDADE,12,5
1,7,170001613427,NEGONA ALESSANDRA SANTOS,ALESSANDRA VIRGINIA DOS SANTOS SILVA,70444,70,AVANTE,12,4
1,6,170001618614,ESDRAS CABRAL,ESDRAS CABRAL DE MELO,1120,11,PP,12,5
1,6,170001723358,DOUTOR DOMICIO LUZ,DOMICIO JOSÉ FERREIRA DA LUZ,2733,27,DC,12,4
1,7,170001609855,LETICIA,THAYANE LETICIA DOS SANTOS,51917,51,PATRIOTA,12,5
1,6,170001602573,SUB TEN JEANNE,JEANE MARIA DE SOUZA FONSECA,1917,19,PODE,12,4
1,6,170001634979,GENÁRIO ROCHA,GENÁRIO ROCHA DE OLIVEIRA,2844,28,PRTB,12,4
1,6,170001634978,ALBA REGINA,ALBA REGINA DA SILVA SANTOS,2877,28,PRTB,12,4
1,6,170001609040,SUETÔNIO,SUETÔNIO GONÇALVES DE LIMA,1399,13,PT,12,5
1,6,170001604094,ALF,ANDRE LUIS RANGEL DE FARIAS,4566,45,PSDB,3,-1
1,7,170001619687,EDSON FERREIRA,EDSON FERREIRA DE ARRUDA,22600,22,PL,12,5
1,7,170001724249,CARLOS ALBERTO JUNTOS POR PE,CARLOS ALBERTO ALVES,18888,18,REDE,12,5
1,6,170001604105,MARCOS OLIVEIRA,MARCOS ROBERTO OLIVEIRA CARVALHO,4533,45,PSDB,12,4
1,6,170001610399,BRUNO SERGIO COLETIVO AVANTE,BRUNO SERGIO PEREIRA ALVES,7075,70,AVANTE,12,5
1,7,170001605483,DENIS RICARDO,DENIS DA SILVA RICARDO,23000,23,CIDADANIA,12,5
1,6,170001718013,DARIO ALVES,DARIO ALVES DA SILVA,3300,33,PMN,12,4
1,6,170001620145,PROF ZÉ CARLOS,JOSÉ CARLOS DA SILVA,1450,14,PTB,12,4
1,6,170001618616,ENFERMEIRO RODRIGO PATRIOTA,RODRIGO PATRIOTA PIRES,1133,11,PP,12,5
1,7,170001609260,EDSON VIEIRA,EDSON DE SOUZA VIEIRA,44777,44,UNIÃO,12,5
1,6,170001609127,WILSINHO MACIEL,JOSÉ WILSON MERGULHÃO MACIEL FILHO,4469,44,UNIÃO,12,5
1,7,170001619701,CABO AÊNIA,AÊNIA DANIELI FEITOSA BARBOSA,22190,22,PL,12,5
1,6,170001602578,PATRÍCIA DO POVO,PATRÍCIA BEZERRA DA SILVA,1909,19,PODE,3,4
1,7,170001595425,ELDA ALBERI DOS CAMINHONEIROS,ELDA ALITA DA SILVA LIRA OLIVEIRA,10232,10,REPUBLICANOS,12,5
1,6,170001620149,LARISSA COELHO,LARISSA COELHO FERREIRA FAGUNDES,1444,14,PTB,3,4
1,6,170001595453,DRA KARINA CORREA,ANA KARINA FONSECA DE CARVALHO CALDERAN CORREA,1044,10,REPUBLICANOS,12,5
1,10,170001601201,CRISTINA ARAÚJO,CRISTINA SILVA DE ARAÚJO,160,16,PSTU,12,4
1,6,170001595459,DOUGLAS BRITO ATIVISTA,DOUGLAS PEREIRA DE BRITO,1001,10,REPUBLICANOS,12,5
1,7,170001609302,PASTOR ESDRAS NOBERTO,ESDRAS NOBERTO DA SILVA,44344,44,UNIÃO,12,5
1,6,170001718014,CARLOS SOARES,CARLOS SOARES BARBOSA,3310,33,PMN,12,4
1,7,170001605495,JOAQUIM NETO,JOAQUIM NETO DE ANDRADE SILVA,45222,45,PSDB,12,5
1,7,170001609851,IRMA IOLANDA,IOLANDA MARIA DA SILVA,51444,51,PATRIOTA,12,5
1,10,170001725493,DELVANIA SOBRAL,DELVANI SILVA SOBRAL,456,45,PSDB,12,4
1,5,170001601200,DAYSE MEDEIROS,DAYSE JOYCE RODRIGUES DE MEDEIROS,160,16,PSTU,12,4
1,6,170001619591,DAVI MOREIRA DE ALENCAR,DAVI MOREIRA DE ALENCAR,1888,18,REDE,12,5
1,7,170001722271,WILLIAM ALVES,WILLIAM DE SANTANA ALVES,35159,35,PMB,3,-1
1,7,170001723380,DR. NELSON E O COLETIVO,NELSON TADEU DANIEL,27271,27,DC,12,4
1,7,170001718136,JOSAFÁ ALABASTRO,JOSAFÁ RIBEIRO DA SILVA,33555,33,PMN,12,4
1,7,170001608982,TADEU ANJOS,TADEU ANJOS DO AMARAL,65000,65,PC do B,12,5
1,7,170001609289,OTACILIO LINS,OTACILIO RIBEIRO LINS,44180,44,UNIÃO,12,5
1,6,170001610397,CANTOR ABEL PORTO,ABEL DO PORTO SANTOS,7033,70,AVANTE,12,5
1,7,170001718144,TEREZINHA DE JESUS,TEREZINHA DE JESUS ALVES BEZERRA,33987,33,PMN,12,4
1,7,170001619012,MILENA REIS,MILLENA  TAISA SILVA DOS REIS,18777,18,REDE,12,5
1,7,170001619714,LUCYANE GOMES,LUCYANE GOMES BARBOSA GONÇALVES,22121,22,PL,12,5
1,7,170001736697,ASSIS HEREGE,FRANCISCO DE ASSIS GUEDES DA COSTA,14888,14,PTB,3,-1
1,6,170001718016,PASTOR PAULO SANTANA,JOSEVALDO PAULO DE SANTANA,3331,33,PMN,3,-1
1,7,170001608980,HELENO ARAÚJO,HELENO MANOEL GOMES DE ARAÚJO FILHO,13613,13,PT,12,5
1,7,170001618747,JOEL GALDINO,JOEL DESCHAMPS GALDINO,11234,11,PP,12,5
1,7,170001605489,GUTEMBERGUE MOBILIDADE,GUTEMBERGUE PEREIRA DE OLIVEIRA,23444,23,CIDADANIA,12,5
1,7,170001613441,PASTOR WALDECK,WALDECK SANDRO BATISTA DE OLIVEIRA,70100,70,AVANTE,12,4
1,7,170001610735,JADSON DA CONSTRUÇÃO,JADSON LIMA DO NASCIMENTO,77127,77,SOLIDARIEDADE,12,5
1,7,170001609884,GABRIEL MENEZES,GABRIEL JOSE DE MENEZES ASSIS,51500,51,PATRIOTA,12,5
1,7,170001610743,ALVARO FILHO,ÁLVARO SOARES DE MELO FILHO,77999,77,SOLIDARIEDADE,12,5
1,7,170001605464,ALVARO PORTO,ALVARO PORTO DE BARROS,45000,45,PSDB,12,2
1,7,170001723364,PROFESSOR FELIX,FELIX LEONARDO DE LIMA,27000,27,DC,12,4
1,6,170001715433,IRMÃO ROMERO,ROMERO JOSE DA SILVA,2000,20,PSC,12,4
1,7,170001718650,FRANCISCO FIO,FRANCISCO DE ASSIS VITOR DE SOUZA,36799,36,AGIR,12,4
1,7,170001608972,GILMAR JUNIOR,JOSÉ GILMAR COSTA DE SOUZA JUNIOR,43333,43,PV,12,2
1,7,170001610730,VICENTE GALVÃO,JOSÉ VICENTE BARBOSA CINTRA GALVÃO,77222,77,SOLIDARIEDADE,12,5
1,7,170001609264,ROMERO SALES FILHO,ROMERO ANTONIO RAPOSO SALES FILHO,44123,44,UNIÃO,12,2
1,7,170001718644,BIRA AMBIENTAL,UBIRAJARA JOSÉ DE CARVALHO,36111,36,AGIR,12,4
1,7,170001620372,TONY GEL,ANTONIO GERALDO RODRIGUES DA SILVA,40232,40,PSB,12,5
1,6,170001604098,DELEGADO FRANCISCO,FRANCISCO RODRIGUES DOS SANTOS FILHO,4545,45,PSDB,12,4
1,6,170001613266,VÂNIO SILVA,GEOVANE JOVINO DA SILVA,1505,15,MDB,12,5
1,6,170001609086,FERNANDO RODOLFO,FERNANDO RODOLFO TENÓRIO DE VASCONCELOS,2233,22,PL,12,3
1,7,170001722258,TATI PIMENTA,TATIANE MORAIS PIMENTEL,35999,35,PMB,3,-1
1,6,170001613279,TCHELLE SANTOS,RITCHELLE JENSEN DOS SANTOS,1554,15,MDB,12,5
1,6,170001618855,TEREZA DO CEPEC,MARIA TEREZA MENDES DA SILVA,1211,12,PDT,12,4
1,7,170001722280,LUCIA MAIMONE,DARGINA LUCIA MAIMONE,35002,35,PMB,12,4
1,6,170001730140,NICELIA BORGES,NICELIA BORGES DIAS,1411,14,PTB,12,4
1,7,170001722270,IRMÃ ALDIENE,ALDIENE MARIA PEREIRA,35021,35,PMB,12,4
1,6,170001609928,GLEICE MAGA,GLEICIANE LUCAS DO NASCIMENTO,5511,55,PSD,12,4
1,7,170001605486,EUNICE MELO,EUNICE APARECIDA DE SOUZA ALVES DE MELO,23323,23,CIDADANIA,12,5
1,7,170001610716,DELEGADA BEATRIZ GIBSON,BEATRIZ GIBSON CUNHA DE SANTANA,77277,77,SOLIDARIEDADE,12,5
1,6,170001609640,JELTON PASSOS,JELTON DOS SANTOS PASSOS,5165,51,PATRIOTA,3,-1
1,6,170001609114,DILSON OLIVEIRA,SUEDILSON PEDRO DE OLIVEIRA,4456,44,UNIÃO,12,5
1,7,170001618929,CIDINHO ANDRADE,JOSE APARECIDO ANDRADE SILVEIRA,12222,12,PDT,12,4
1,7,170001724255,CHICO TAKAYAMMA,IVANILDO FRANCISCO DE LIMA,50613,50,PSOL,12,5
1,6,170001595461,ELIAS FRANCISCO,ELIAS FRANCISCO INACIO,1007,10,REPUBLICANOS,12,5
1,7,170001618400,AILCE MOREIRA,AILCE MOREIRA DE MELO,50777,50,PSOL,12,5
1,7,170001618416,SYLVIA,SYLVIA SIQUEIRA CAMPOS,18180,18,REDE,12,5
1,7,170001618401,ERNANDES ROITHIMA,RAIMUNDO ERNANDES EVANGELISTA DA SILVA,50123,50,PSOL,12,5
1,7,170001618398,MARCELO E O COLETIVO INDÍGENA,MARCELO GOMES MONTEIRO LUZ,18000,18,REDE,12,5
1,6,170001595455,CLAUDIO MENDONÇA,CLAUDIO RICARDO MENDONÇA DA SILVA,1022,10,REPUBLICANOS,12,5
1,6,170001610409,NADJANE PEIXOTO,NADJANE MARIA PEIXOTO,7088,70,AVANTE,12,5
1,6,170001609077,SILVANIA DIAS,SILVANIA MARIA DIAS DA SILVA,2204,22,PL,12,5
1,7,170001724247,ANTONIA ROSA,ANTONIA ROSA DO NASCIMENTO,50118,50,PSOL,12,5
1,7,170001722254,DAVI WALDIR,DAVI WALDIR EVANGELISTA DO NASCIMENTO,35035,35,PMB,12,4
1,7,170001618742,EMMANUELL CLECIO,EMANUEL CLECIO DE OLIVEIRA,11700,11,PP,12,5
1,6,170001595476,VALDECIRIO CAVALCANTI,VALDECIRIO DE OLIVEIRA CAVALCANTI,1025,10,REPUBLICANOS,3,-1
1,7,170001613437,MURILO RABELLO,MURILO RABELLO DE SOUZA JUNIOR,70321,70,AVANTE,12,4
1,7,170001722265,ERNESTO JUNIOR,ERNESTO GONÇALVES DIAS JUNIOR,35123,35,PMB,12,4
1,7,170001620387,PROFESSOR PAULO DUTRA,PAULO FERNANDO DE VASCONCELOS DUTRA,40678,40,PSB,12,5
1,6,170001610565,JORGE QUINTINO,JORGE ANTÔNIO QUINTINO DE SOUZA,7710,77,SOLIDARIEDADE,12,5
1,7,170001620380,SILENO,SILENO SOUSA GUEDES,40040,40,PSB,12,3
1,6,170001609074,PAULA GARCIA,PAULA GASPARINI GARCIA,2277,22,PL,12,5
1,7,170001608970,OSMAR RICARDO,OSMAR RICARDO CABRAL BARRETO,13650,13,PT,12,5
1,7,170001605476,PROF. ALLAN MAUX,ALLAN MAUX SANTANA,45045,45,PSDB,12,5
1,6,170001602579,RICARDO CRUZ CASTRAMÓVEL,RICARDO JORGE DA CRUZ,1923,19,PODE,12,4
1,6,170001618609,GUARDA MARÍLIA,MARILIA MARIA VIANA DE SOUZA,1155,11,PP,12,5
1,7,170001618947,WILBER MATEUS,WILBER MATEUS DA SILVA,12111,12,PDT,12,4
1,5,170001717122,CANTOR ESTEVES JACINTO,ESTEVES JACINTO BRAZ,281,28,PRTB,12,4
1,7,170001722279,DOUTOR EMANOEL ANDRADE,EMANOEL GOMES DE ANDRADE,35145,35,PMB,3,-1
1,6,170001613270,IGOR MIRANDA,IGOR MIRANDA LEANDRO BEZERRA,1540,15,MDB,3,-1
1,6,170001726567,ANSELMO SANTIAGO,ANSELMO LUIZ RAMOS SANTIAGO,5121,51,PATRIOTA,12,4
1,6,170001715432,RICARDO DEZ MANDAMENTOS,JOSÉ RICARDO DE MELO MENEZES JÚNIOR,2004,20,PSC,12,4
1,7,170001609880,BRUNO PEREIRA,BRUNO GOMES DE OLIVEIRA,51456,51,PATRIOTA,12,5
1,7,170001595428,GLAUCO DE MARIA,GLAUCO MATIAS DE SOUZA MARIA,10321,10,REPUBLICANOS,3,4
1,7,170001605468,LUCINHA MOTA,MARIA LUCIA MOTA DA SILVA,45500,45,PSDB,12,5
1,7,170001604070,KATIANY  ,KATIANY DE ANDRADE NUNES,16160,16,PSTU,12,4
1,6,170001619592,LAÍS ARAÚJO,LAÍS ARAÚJO DA SILVA,5018,50,PSOL,12,5
1,6,170001609071,DRA APARECIDA TERTO,MARIA APARECIDA ALVES TERTO,2224,22,PL,12,5
1,7,170001610742,LENINHA BELÍSSIMA ,ROSILENE COSTA DA SILVA,77700,77,SOLIDARIEDADE,12,5
1,6,170001602566,ELISSA URQUIZA FEDERAL,ELISSA URQUIZA VERAS,1911,19,PODE,12,4
1,6,170001618839,DINHO É JUNTOS POR PERNAMBUCO,JOSÉ CLAUDIO ANTÔNIO DE SANTANA,1213,12,PDT,12,4
1,7,170001722278,MAURICIO PEDREIRO,MAURICIO CORDEIRO DOS SANTOS,35010,35,PMB,12,4
1,7,170001619689,CARLOS ANDREY DE SOUZA FERREIR,CARLOS ANDREY DE SOUZA FERREIRA,22777,22,PL,12,5
1,7,170001722268,IRMÃO ALEXANDRE,SEVERINO ALEXANDRE DE LIMA,35335,35,PMB,3,-1
1,7,170001610732,GUSTAVO GOUVEIA,GUSTAVO FUCHS CAMPOS GOUVEIA,77555,77,SOLIDARIEDADE,12,2
1,7,170001610737,LUCIANO FERREIRA ,LUCIANO FERREIRA DA SILVA,77655,77,SOLIDARIEDADE,12,5
1,7,170001618731,ZÉ CARLOS CORREDOR,JOSE CARLOS FERREIRA DOS SANTOS,11300,11,PP,12,5
1,10,170001717468,SÉRGIO PAULINO,SÉRGIO PAULINO REGIS,290,29,PCO,3,4
1,6,170001717464,VADO ALVES,JOSIVALDO ALVES DE SOUZA,2905,29,PCO,3,4
1,7,170001723379,PB JOBSON NASCIMENTO,JOBSON MANOEL SILVA DO NASCIMENTO,27300,27,DC,12,4
1,6,170001610396,GOTA SERENA,MARCOS ANDRE DE ALMEIDA,7024,70,AVANTE,12,5
1,7,170001618738,ANTONIO MORAES,ANTONIO DE MORAIS ANDRADE NETO,11200,11,PP,12,2
1,3,170001717342,UBIRACY OLÍMPIO,UBIRACY OLÍMPIO DA SILVA,29,29,PCO,3,4
1,6,170001595454,AUGUSTO COUTINHO,AUGUSTO RODRIGUES COUTINHO DE MELO,1000,10,REPUBLICANOS,12,2
1,7,170001722272,GEORGE,TEMISTHOCLIS GEORGE DA SILVA,35111,35,PMB,12,4
1,6,170001618610,PASTOR LUIZ EDUARDO,LUIZ EDUARDO DE OLIVEIRA,1136,11,PP,12,5
1,7,170001609852,FABINHO,FABIO LISANDRO DE LIMA BARROS,51000,51,PATRIOTA,12,5
1,3,170001618087,DANILO CABRAL,DANILO JORGE DE BARROS CABRAL,40,40,PSB,12,4
2,4,170001610443,SEBASTIÃO OLIVEIRA,SEBASTIÃO IGNÁCIO DE OLIVEIRA JÚNIOR,77,70,AVANTE,12,4
1,9,170001604084,ROMARIO DIAS,ROMÁRIO DE CASTRO DIAS PEREIRA,222,22,PL,12,4
1,6,170001613280,SANDRA REGINA,SANDRA REGINA DA SILVA LIMA,1588,15,MDB,12,5
1,6,170001609659,KALINE SILVA,KALINE BERNADETE DA SILVA,5145,51,PATRIOTA,3,-1
1,7,170001618408,SAL,SALVELINA DE SOUZA MENDONÇA,50050,50,PSOL,12,5
1,5,170001618130,TERESA LEITÃO,MARIA TERESA LEITÃO DE MELO,130,13,PT,12,1
1,7,170001595434,ANDREA PAULA,ANDREA PAULA PEREIRA DE ALBUQUERQUE,10999,10,REPUBLICANOS,12,5
1,6,170001718005,MISSIONARIA MAIARA CRISTINA,MAIARA CRISTINA NASCIMENTO GOUVEIA,3319,33,PMN,12,4
1,7,170001605469,DELEGADA PATRICIA,PATRICIA DE OLIVEIRA DOMINGOS,45123,45,PSDB,12,5
1,7,170001722266,TENENTE ROSE,ROSINETE VIANA DOS SANTOS,35988,35,PMB,3,-1
1,7,170001619988,IRMÃO TUTUI,GERCINALDO DO NASCIMENTO BARBOZA,14300,14,PTB,3,4
1,6,170001602582,SARGENTO ASSIS,FRANCISCO ROSA DE ASSIS,1991,19,PODE,12,4
1,7,170001609883,IRMÃO ANDRÉ PATRIOTA,ANDRÉ DE SENA GOMES,51622,51,PATRIOTA,12,5
1,6,170001609117,DR LUCAS NOVAES,LUCAS CAVALCANTE NOVAES NETO,4410,44,UNIÃO,12,5
1,6,170001604106,OLAVO MORAIS,OLAVO MILTON ALBINO DE MORAIS FILHO,4567,45,PSDB,12,4
1,6,170001610573,INDIO,EDVALDO FRANCISCO DOS SANTOS,7744,77,SOLIDARIEDADE,12,5
1,7,170001609278,ROSALY ALMEIDA ,ROSALY DE ALMEIDA SILVA,44888,44,UNIÃO,12,5
1,7,170001613421,SANDRO ABRANTES,SANDRO ABRANTES SARMENTO,70013,70,AVANTE,12,4
1,7,170001619699,LU FRAGOSO,MARÍLIA DE LOURDES FRAGOSO HITZELBERGER,22999,22,PL,12,5
1,7,170001718658,SANDRO DO CACHORRO QUENTE,SANDRO PEREIRA DA SILVA,36113,36,AGIR,12,4
1,7,170001723378,BARROZO MORAIS,SEVERINO BARROZO DE MORAIS,27111,27,DC,12,4
1,6,170001609125,JAILSON FRANCISCO,JAILSON FRANCISCO DE TORRES,4432,44,UNIÃO,12,5
