NR_TURNO,CD_CARGO,SQ_CANDIDATO,NM_URNA_CANDIDATO,NM_CANDIDATO,NR_CANDIDATO,NR_PARTIDO,SG_PARTIDO,CD_SITUACAO_CANDIDATURA,CD_SIT_TOT_TURNO
1,6,170001609023,FERNANDO FERRO,FERNANDO DANTAS FERRO,1313,13,PT,12,5
1,7,170001608966,ERIKA SURUAGY,ERIKA SURUAGY ASSIS DE FIGUEIREDO,13013,13,PT,12,5
1,7,170001619716,BENÉ DA PAVIMENTAÇÃO,BENEDITO JOSÉ ALVES DA SILVA JUNIOR,22111,22,PL,12,5
1,6,170001610413,FÁBIO GOMES   UNIDOS POR PE,FÁBIO GOMES DE SOUZA JUNIOR,7077,70,AVANTE,12,5
1,7,170001717071,MANÉTIKIN,MANOEL LIRA ALVES SIQUEIRA,28000,28,PRTB,12,4
1,6,170001609929,THIAGO DOCA,THIAGO RENATO LOPES SIQUEIRA DOCA RODRIGUES,5555,55,PSD,12,4
1,6,170001604092,BRUNO RIBEIRO,ALBERTO BRUNO FERREIRA RIBEIRO,4577,45,PSDB,12,4
1,7,170001605490,IZAIAS REGIS,IZAIAS REGIS NETO,45678,45,PSDB,12,3
1,7,170001620398,MARCANTONIO DOURADO FILHO,MARCANTONIO DOURADO FILHO,40140,40,PSB,3,4
1,7,170001609875,JOAMY ALVES,JOAMY ALVES DE OLIVEIRA,51234,51,PATRIOTA,12,5
1,6,170001604097,DANIEL COELHO,DANIEL PIRES COELHO,2323,23,CIDADANIA,12,4
1,6,170001620140,JOCTÂ BARROS,JOCTÃ DE ALMEIDA BARROS,1422,14,PTB,12,4
1,9,170001608746,FRED LOYO,FREDERICO JOSÉ DE ALENCAR LOYO FILHO,456,45,PSDB,12,4
1,6,170001634996,WARLLA CARLA,WARLLA CARLA BEZERRA SANTOS,2808,28,PRTB,12,4
1,7,170001618762,IRMÃ ROSE,ROSIMERE DOS SANTOS QUIRINO OLIVEIRA,11432,11,PP,12,5
1,6,170001723345,ROBERTO MARIANO,JOSE ROBERTO MARIANO DA SILVA,2712,27,DC,3,-1
1,6,170001619600,EDVAN GUARDA GENTILEZA,EDVAN BARBOSA GOMES,1833,18,REDE,12,5
1,7,170001608961,PROF. GILMAR SANTOS,GILMAR DOS SANTOS PEREIRA,13456,13,PT,12,5
1,6,170001595467,DRA APARECIDA,MARIA APARECIDA BARRETO DA SILVA,1013,10,REPUBLICANOS,3,-1
1,6,170001595456,CONSELHEIRO CICERO DA ONG,CICERO DELHANY PINTO LIMA,1099,10,REPUBLICANOS,12,5
1,7,170001618412,JHONATA CAIO,JHONATA CAIO SOUZA MARINHO,18555,18,REDE,12,5
1,6,170001717461,VICTOR ASSIS ,VICTOR ASSIS DA SILVA,2929,29,PCO,3,4
1,6,170001595464,DR JOÃO ROBERTO,JOAO ROBERTO MARTINS CARDOSO,1030,10,REPUBLICANOS,12,5
1,6,170001718772,DR GAMALIEL,GAMALIEL LOURENÇO MARQUES,3670,36,AGIR,12,4
1,6,170001724741,INALDO LINS ADVOGADO,INALDO LINS DA ROCHA,1201,12,PDT,12,4
1,6,170001604093,ANDRE FONSECA,ANDRE HENRIQUE GOMES DA FONSECA,4522,45,PSDB,12,4
1,6,170001634998,SEU VITOR,JOSEBIAS VITORINO DA SILVA,2822,28,PRTB,12,4
1,6,170001717458,KAREN NICOLE PEREIRA COELHO,KAREN NICOLE PEREIRA COELHO,2900,29,PCO,3,4
1,6,170001613274,MARCELO MARCELINHO,MARCELO DO NASCIMENTO SILVA,1501,15,MDB,12,5
1,7,170001620376,FRANCE HACKER,FRANZ ARAUJO HACKER,40789,40,PSB,12,2
1,7,170001610736,OLIMPIO,UBIRATAN OLIMPIO DA SILVA,77234,77,SOLIDARIEDADE,12,5
1,6,170001723513,GEOVA DE SIQUEIRA FREITAS,GEOVA DE SIQUEIRA FREITAS,9050,90,PROS,3,4
1,7,170001595447,SAMURAY,SEVERINO CARDOSO SOBRINHO,10554,10,REPUBLICANOS,12,5
1,6,170001723353,PASTOR GILSON SANTOS,GILSON JOAQUIM DOS SANTOS,2730,27,DC,12,4
1,7,170001618739,CARLOS NETO,CARLOS ROBERTO DA SILVA NETO,11811,11,PP,12,5
1,7,170001595438,JOSÉ CARLOS,JOSE CARLOS DOS SANTOS,10211,10,REPUBLICANOS,12,5
1,6,170001718770,LITO DOUGLAS,JOSELITO DOUGLAS DOS SANTOS COSTA,3636,36,AGIR,12,4
1,7,170001610741,LUCIANO DUQUE,LUCIANO DUQUE DE GODOY SOUSA,77123,77,SOLIDARIEDADE,12,2
1,7,170001609268,MUNDINHO DE TAMANDARÉ,RAIMUNDO NONATO LOPES JUNIOR,44789,44,UNIÃO,12,5
1,6,170001635001,EDGAR OLIVEIRA,FRANCISCO EDGAR DE OLIVEIRA,2838,28,PRTB,12,4
1,7,170001723376,ROBERVAL DE JESUS,ROBERVAL DE JESUS,27232,27,DC,12,4
1,7,170001618943,NIVALDO CAVALCANTI,NIVALDO CAVALCANTI,12777,12,PDT,12,4
1,7,170001618934,IRMÃO WASHINGTON,WASHINGTON JOSE GADELHA,12300,12,PDT,12,4
1,6,170001602580,RICARDO TEOBALDO,RICARDO TEOBALDO CAVALCANTI,1919,19,PODE,12,4
1,7,170001718141,JÚNIOR DELIVERY,PAULO JOSE DA SILVA JUNIOR,33123,33,PMN,12,4
1,7,170001620402,JARBAS FILHO,JARBAS DE ANDRADE VASCONCELOS FILHO,40156,40,PSB,12,2
1,7,170001620385,ISALTINO NASCIMENTO,ISALTINO JOSÉ DO NASCIMENTO FILHO,40500,40,PSB,12,5
1,7,170001620371,AGLAILSON VICTOR,VICTOR MORAES QUERALVARES,40123,40,PSB,12,2
1,7,170001618404,MANUEL AGUIAR,MANUEL AUGUSTO OLIVEIRA DE AGUIAR,18123,18,REDE,12,5
1,7,170001605467,LEO SALAZAR,LEONARDO SANTOS SALAZAR,23023,23,CIDADANIA,12,5
1,6,170001602576,KENNYO MIGUEL,KENNYO MIGUEL DO NASCIMENTO SILVA,1920,19,PODE,12,4
1,6,170001618617,FERNANDO VELOSO,JOSE FERNANDO VELOSO MONTEIRO,1189,11,PP,12,5
1,6,170001610572,DR. JOÃO,JOÃO LOPES GONÇALVES,7700,77,SOLIDARIEDADE,12,5
1,6,170001619892,TADEU ALENCAR,FRANCISCO TADEU BARBOSA DE ALENCAR,4020,40,PSB,12,5
1,7,170001618945,AGÁPITO MARTINS,AGÁPITO MARTINS DE OLIVEIRA JÚNIOR,12543,12,PDT,12,4
1,6,170001619889,GUILHERME UCHOA JUNIOR,GUILHERME ARISTOTELES UCHOA CAVALCANTI PESSOA DE MELO JUNIOR,4019,40,PSB,12,3
1,7,170001618944,CIDA FREIRE,MARIA APARECIDA FREIRE BESERRA,12190,12,PDT,12,4
1,6,170001718774,CRISTIANE,CRISTIANE VITÓRIA CALIXTO SILVA,3688,36,AGIR,3,4
1,6,170001723346,PAULA CAVALCANTI,TANIA MARIA DE PAULA CAVALCANTI,2707,27,DC,12,4
1,7,170001723381,LUCIANA SENA,LUCIANA MARIA DE SENA,27474,27,DC,12,4
1,6,170001604100,KATYA CYBELLE,KATYA CYBELLE SOARES WANDERLEY,2301,23,CIDADANIA,3,-1
1,6,170001619589,DÉBORA PRETAS JUNTAS,DÉBORA CARLA BARBOZA DE AGUIAR,1850,18,REDE,12,5
1,6,170001613276,PRISCILA FERRAZ,PRISCILA ARAÚJO FERRAZ,1580,15,MDB,12,5
1,7,170001620397,DELEGADA GLEIDE ANGELO,GLEIDE NASCIMENTO ANGELO,40190,40,PSB,12,2
1,7,170001717288,LILIANY TENÓRIO,LILIANY PATRÍCIA DUDA TENÓRIO,29001,29,PCO,3,4
1,7,170001718651,LELA DOS BICHOS,ANA WALERIA DA SILVA,36444,36,AGIR,12,4
1,7,170001739177,CEÇA RIBEIRO,MARIA DA CONCEIÇAO RIBEIRO DA SILVA SOUZA,12700,12,PDT,12,4
1,7,170001605498,KEILA CERQUEIRA A SINDICA,KEILLA CERQUEIRA SIQUEIRA BARROS,23777,23,CIDADANIA,12,5
1,6,170001609648,TAWANA ROCHA,TAWANA DE JESUS DA ROCHA BARBOSA,5114,51,PATRIOTA,12,4
1,6,170001609037,VIVI FARIAS,VIVIAN CRISTIANE GOMES DE FARIAS,1331,13,PT,12,5
1,6,170001618854,CAMINHONEIRO CRISTIANO MATIAS,CRISTIANO LACERDA MATIAS,1214,12,PDT,12,4
1,6,170001723361,LELCES XAVIER,LELCES XAVIER CORREIA LIMA,2771,27,DC,12,4
1,7,170001722260,RODRIGUES PEDREIRO,RODRIGUES FRANCISCO DA SILVA,35420,35,PMB,12,4
1,6,170001595463,GUSTAVO MATOS,GUSTAVO MATOS RIBEIRO,1077,10,REPUBLICANOS,12,5
1,7,170001619683,DR. VALDI,ANTÔNIO VALDI DE FRANÇA SALES,22000,22,PL,12,5
1,6,170001609084,CLÓVIS CORRÊA,CLÓVIS CORRÊA DE OLIVEIRA ANDRADE FILHO,2201,22,PL,12,5
1,6,170001724742,DR. SIDNEY RIBEIRO,SIDNEY SOUZA ARAUJO RIBEIRO,1274,12,PDT,12,4
1,6,170001620151,CLAUDIA MONTES,MARIA CLÁUDIA DO MONTE,1420,14,PTB,12,4
1,7,170001618732,GABRIEL FONTES,GABRIEL ALMEIDA DE FONTES,11144,11,PP,12,5
1,6,170001723355,ADILSON BATISTA,ADILSON BATISTA DE LIMA,2727,27,DC,12,4
1,6,170001596604,JUNIOR SANTIAGO,GERALDO SANTIAGO FERREIRA JUNIOR,3000,30,NOVO,12,4
1,7,170001609874,APARECIDA SILVA,MARIA APARECIDA DA CONCEIÇÃO SILVA,51024,51,PATRIOTA,12,5
1,7,170001609879,JANE DE MEU JOVEM,LADJANE EZIDIO DA SILVA,51055,51,PATRIOTA,12,5
1,7,170001608957,DENISE LIMA,DENISE WILLIANE DA SILVA LIMA,65555,65,PC do B,12,5
1,6,170001610402,ALEMÃO,CESAR JUNIOR MARQUES DE LIRA,7055,70,AVANTE,12,5
1,7,170001619982,PROFESSOR GENESIANO,GENESIANO CARNEIRO DE SOUSA,14522,14,PTB,12,4
1,7,170001608978,BERTOTTI,JOSÉ ANTÔNIO BERTOTTI JÚNIOR,65613,65,PC do B,12,5
1,7,170001605491,PROF JADSON CAETANO,JADSON CAETANO DA SILVA,23222,23,CIDADANIA,12,5
1,6,170001609079,PROFESSOR WELLINGTON SANTOS,WELLINGTON BARROS DOS SANTOS,2270,22,PL,12,5
1,7,170001717069,ROMMEL,EDUARDO ROMMEL CAVALCANTI RAMOS,28072,28,PRTB,12,4
1,7,170001609873,ROBERTA LIMA,ROBERTA DE CASSIA LIMA MARINHO,51060,51,PATRIOTA,12,5
1,6,170001715425,TIÊTA,LUZINETE MARIA DA CONCEIÇÃO,2021,20,PSC,12,4
1,7,170001619686,MARCELO TUBARÃO,MARCELO DAMIÃO SIQUEIRA MACEDO,22200,22,PL,12,5
1,7,170001595424,EDUARDO LACERDA,EDUARDO GERMANO LACERDA,10022,10,REPUBLICANOS,12,5
1,7,170001609272,GALEGO DE IBIRAJUBA,JOSENANCIO CAVALCANTE DA SILVA,44844,44,UNIÃO,3,-1
1,7,170001609858,MICHEL VAQUEIRO,MICHEL VALENÇA DE OLIVEIRA,51333,51,PATRIOTA,12,5
1,7,170001605474,VICTOR TORRES,VICTOR GILLIARD DE CARVALHO LOPES,23423,23,CIDADANIA,12,5
1,7,170001605497,RON PRODUÇÕES,JOSE RONALDO DE MORAES CORREA,45145,45,PSDB,12,5
1,7,170001595429,QUINHO FENELON,HENRIQUE FENELON DE BARROS NETO,10192,10,REPUBLICANOS,12,5
1,7,170001619986,KLEBER SHAMPOO,FABIANO KLEBER DE ALMEIDA DINIZ,14123,14,PTB,12,4
1,7,170001722249,MARQUINHO DO MERCADINHO,MARCOS OTAVIANO CAVALCANTI DA SILVA,35333,35,PMB,12,4
1,7,170001620365,CID BEZERRA DE MENEZES,CID ALMEIDA BEZERRA DE MENEZES,40333,40,PSB,12,5
1,7,170001619702,CAPELÃO JORGE,JORGE ANTÔNIO MACIEL,22180,22,PL,12,5
1,6,170001595466,DEFENSOR MANOEL JERONIMO,MANOEL JERONIMO DE MELO NETO,1033,10,REPUBLICANOS,12,5
1,10,170001609176,MANOEL DA CAZANOVA,JOSÉ MANOEL DE ALMEIDA SANTOS,444,44,UNIÃO,12,4
1,6,170001610407,IRMÃ LENE,LUCILENE FRANCISCA DIAS OLIVEIRA,7030,70,AVANTE,12,5
1,6,170001602577,LUANA CAROANE,LUANA CAROANE LEITE GONÇALVES,1907,19,PODE,12,4
1,7,170001730684,THAMIRES SILVA,THAMIRES OTILIA DA SILVA,28011,28,PRTB,12,4
1,6,170001609636,PROFESSORA SUZI,SUZICLEY FREIRE SILVA,5101,51,PATRIOTA,12,4
1,7,170001718145,IVANILDO PEDRO,IVANILDO PEDRO DA SILVA,33333,33,PMN,3,-1
1,7,170001620375,HELIO GUABIRABA,HELIO BATISTA DE OLIVEIRA,40028,40,PSB,12,5
1,7,170001718639,ELISEU DE CAVALEIRO,ELISEU PEREIRA NASCIMENTO,36400,36,AGIR,12,4
1,7,170001618725,VEVÉ,EVERALDO NUNES QUEIROZ,11124,11,PP,12,5
1,7,170001618414,ANDREZÃO SILVA,ANDRÉ FILIPE VIEIRA PEREIRA DA SILVA,50555,50,PSOL,12,5
1,6,170001715429,CARLA PATRÍCIA,CARLA PATRÍCIA DE SOUZA,2024,20,PSC,12,4
1,7,170001618426,AIRLEY JUSTINO,AIRLEY DE ARAÚJO JUSTINO DO NASCIMENTO,50507,50,PSOL,3,-1
1,6,170001718020,ANDRE NASCIMENTO,CARLOS ANDRE DO NASCIMENTO,3332,33,PMN,12,4
1,6,170001634988,ERALDO BRITO,ERALDO FERREIRA DE BRITO,2815,28,PRTB,12,4
1,7,170001608959,SÉRGIO URT,SÉRGIO EDUARDO URT ALMEIDA DE  MORAES,13500,13,PT,12,5
1,7,170001605493,JAYME ASFORA,JAYME JEMIL ASFORA FILHO,45444,45,PSDB,3,-1
1,7,170001609864,LUCIANO PACHECO,LUCIANO RODRIGUES PACHECO,51789,51,PATRIOTA,12,5
1,6,170001613281,NINHO,SEVERINO DE SOUZA SILVA,1516,15,MDB,12,5
1,7,170001613436,MARIA FERNANDA,MARIA FERNANDA BARROS,70011,70,AVANTE,12,4
1,6,170001609121,DÉBORAH CARVALHO,DEBORAH IMINY BERNARDINO CARVALHO DAMASCENO,4499,44,UNIÃO,12,5
1,7,170001618396,MÃE ANDREIA DA DIVERSAS,ANDREIA DELOIZI DE LIMA CONCEIÇÃO,50300,50,PSOL,12,5
1,6,170001610395,DANY SENA,MARIA DANYELLE SENA FALCÃO DE MELO,7090,70,AVANTE,3,-1
1,4,170001613255,FERNANDA SOUTO MAIOR,FERNANDA SANTOS SOUTO MAIOR,35,35,PMB,12,4
1,6,170001618852,PROFESSORA RITA,RITA DE CASSIA SILVA DE CARVALHO CABRAL,1232,12,PDT,12,4
1,7,170001609930,FRANCISCA DE NALDO DO BARRACO,FRANCISCA TENÓRIO DE RESENDE AMARAL,55155,55,PSD,12,4
1,7,170001717066,INSPETOR EDJAILSON,EDJAILSON TAVARES DOS SANTOS,28222,28,PRTB,12,4
1,7,170001717072,CLAUDIANO CAMPOS,CLAUDIANO CAMPOS DA SILVA JUNIOR,28028,28,PRTB,12,4
1,6,170001613271,ELIAS GOMES,ELIAS GOMES DA SILVA,1502,15,MDB,12,5
1,7,170001618735,ADALTO SANTOS,JOSÉ ADALTO DOS SANTOS,11000,11,PP,12,2
1,7,170001619729,MAURÍCIO RIBEIRO,MAURÍCIO RIBEIRO DA LUZ,22337,22,PL,12,5
1,7,170001619704,IRMÃO ALMIR,ALMIR JOSÉ DA SILVA,22888,22,PL,12,5
1,6,170001718030,RICARDO OLIVEIRA,CICERO RICARDO DE OLIVEIRA,3345,33,PMN,12,4
1,6,170001595474,GABEIRA,JOSE HAILTON DE CARVALHO E SILVA,1088,10,REPUBLICANOS,12,5
1,7,170001609261,IRMÃO NALDINHO,JOSE INALDO DA SILVA,44556,44,UNIÃO,12,5
1,7,170001718135,RAMINHO,SEVERINO RAMOS DE SANTANA,33232,33,PMN,3,-1
1,7,170001722248,DIÁCONO RICARDO,RICARDO MARCOS BARROS,35888,35,PMB,3,-1
1,7,170001618932,AUGUSTO MIRANDA,JOSE AUGUSTO MATOS DE MIRANDA,12000,12,PDT,12,4
1,6,170001609080,ANDRÉ FERREIRA,ANDRÉ FERREIRA RODRIGUES,2222,22,PL,12,2
1,6,170001619894,LUCAS RAMOS,LUCAS CAVALCANTI RAMOS,4011,40,PSB,12,2
1,7,170001718648,MARCOS FRANÇA,MARCOS ANTONIO DE OLIVEIRA FRANÇA,36000,36,AGIR,12,4
1,6,170001610404,CÂNDIDO,GIVANILDO CANDIDO DA SILVA,7066,70,AVANTE,12,5
1,6,170001715430,ASSIS,FRANCISCO DE ASSIS ALVES DA SILVA,2076,20,PSC,12,4
1,7,170001618937,ZÉ QUEIROZ,JOSÉ QUEIROZ DE LIMA,12345,12,PDT,12,4
1,6,170001619891,FELIPE  CARRERAS,FELIPE AUGUSTO LYRA CARRERAS,4004,40,PSB,12,3
1,6,170001722535,EDNA SANTOS,EDNA MARIA DOS SANTOS,2897,28,PRTB,3,-1
1,7,170001595432,CLAUDIA LUPERCIO,CLAUDIA CORDEIRO DO NASCIMENTO,10777,10,REPUBLICANOS,12,5
1,7,170001730689,MISSIONÁRIA PAULA,PAULA SEBASTIAO DA SILVA,10655,10,REPUBLICANOS,12,5
1,6,170001619583,CLEIDE DO POR NÓS,LUCICLEIDE ANDRADE DE SANTANA,5022,50,PSOL,12,5
1,7,170001618741,FLAVINHA LINS,FLÁVIA DE CÁSSIA OLIVEIRA,11888,11,PP,12,5
1,7,170001717067,ANTONIA SANDRA,ANTONIA SANDRA DE ALMEIDA LIMA,28018,28,PRTB,12,4
1,7,170001613423,SIMONE DE PAULA,SIMONE DA SILVA PONTES,70077,70,AVANTE,12,4
1,7,170001605470,ANE EBRAHIM,ROSSIANE EBRAHIM DOWSLEY COURA DE MENEZES,23333,23,CIDADANIA,12,5
1,7,170001609862,CORONEL MÉDICO ÁLVARO MIRANDA,MANUEL ALVARO DE MIRANDA NETO,51510,51,PATRIOTA,12,5
1,7,170001722253,ABELARDO CABRAL,ABELARDO JOSE MODESTO CORREIA CABRAL,35222,35,PMB,12,4
1,6,170001609123,FREDERICO FRANÇA,FREDERICO FERRAZ VIEIRA DE FRANÇA,4477,44,UNIÃO,12,5
1,7,170001609860,DR. ANDERSON AQUINO,ANDERSON CHRYSTIAN RODRIGUES DE FIGUEIREDO AQUINO,51999,51,PATRIOTA,12,5
1,6,170001635000,PACO FONSECA,FRANCISCO DE ASSIS FONSECA PEREIRA,2899,28,PRTB,12,4
1,6,170001609119,ELIEZER COSTA,ELIEZER DA SILVA COSTA,4417,44,UNIÃO,12,5
1,6,170001609647,PERU,JOÃO CONSTANTINO DA SILVA FILHO,5177,51,PATRIOTA,12,4
1,7,170001730690,DR ANSELMO,ANSELMO JOSÉ DA SILVA,10021,10,REPUBLICANOS,12,5
1,7,170001618423,FABRICIO FERNANDES,FABRICIO FERNANDES CAVALCANTE,50111,50,PSOL,12,5
1,9,170001613412,LU RIBEIRO,LUCYNEIDE RIBEIRO DE SOUZA,500,50,PSOL,12,4
1,6,170001634981,NEGA,MARIA INACIA DA CONCEIÇÃO,2876,28,PRTB,3,-1
1,6,170001620143,LEÃO DO NORTE,NELSON FERREIRA DA SILVA,1400,14,PTB,12,4
1,7,170001610747,NEMÉDIO,MARCIO NEMEDIO NOGUEIRA ALVES,77713,77,SOLIDARIEDADE,12,5
1,7,170001609876,JOÃO TURBINA,JOÃO SEVERINO DE ASSUNÇÃO,51122,51,PATRIOTA,12,5
1,6,170001634993,MISSIONÁRIO FABIO MENDES,FABIO BEZERRA MENDES,2811,28,PRTB,12,4
1,6,170001604101,EDUINO FILHO,JOSE EDUINO DE BRITO CAVALCANTI FILHO,4555,45,PSDB,3,-1
1,7,170001618399,BRUNO PANTOJA,BRUNO PAULO PANTOJA,18618,18,REDE,12,5
1,7,170001619688,EDUARDO VILA NOVA,CARLOS EDUARDO VILA NOVA DE SOUZA,22007,22,PL,12,5
1,7,170001613442,WASHINGTON DA UMPE,WASHINGTON JORGE FERREIRA,70555,70,AVANTE,12,4
1,6,170001718025,ANA LUCIA JERONIMO,ANA LUCIA JERONIMO DA SILVA,3350,33,PMN,12,4
1,7,170001722264,ZITTO,FRANCISCO EZILTO CRUZ,35100,35,PMB,12,4
1,7,170001618722,DARIO JOGADOR,DIVANILSON GONCALVES DA SILVA,11005,11,PP,12,5
1,6,170001718018,DIOGENES LIMA,DIOGENES DIONISIO DO NASCIMENTO LIMA,3313,33,PMN,12,4
1,6,170001634983,VALDIR,VALDIR PAULO DA SILVA,2880,28,PRTB,12,4
1,7,170001722259,VALDIR RAMOS,VALDIR RAMOS DA SILVA,35345,35,PMB,12,4
1,6,170001619579,PROFESSOR TED WILLAMS,TED WILLAMS NOGUEIRA DE OLIVEIRA,5099,50,PSOL,12,5
1,7,170001609863,LÉO QUINTAS,LEONARDO QUINTAS MARQUES,51100,51,PATRIOTA,12,5
1,7,170001609271,CÍCERO DE EUCLIDES,CÍCERO COELHO DA SILVA,44225,44,UNIÃO,12,5
1,6,170001618853,TONNY MAGALHAES,TONNY SCHEKTER MARQUES MAGALHAES,1233,12,PDT,12,4
1,7,170001718655,MAJOR MARIANO,JOSÉ MARIANO DA SILVA,36555,36,AGIR,12,4
1,6,170001609115,CÁSSIA DO MOINHO,KASSIA GEANE DE ARRUDA MASSENA,4402,44,UNIÃO,3,-1
1,7,170001718134,SIDNEY SILVA,SIDNEY JOSE DA SILVA,33633,33,PMN,3,-1
1,7,170001618745,CHICO KIKO,FRANCISCO FERREIRA DA SILVA FILHO,11111,11,PP,12,5
1,7,170001618403,IVAN MORAES,IVAN VASCONCELLOS DE MORAES FILHO,50100,50,PSOL,12,5
1,7,170001618926,ANDRÉ CARVALHO,ANDRÉ CARVALHO DE MOURA,12456,12,PDT,12,4
1,6,170001723352,ERONILDES BARBOSA,ERONIDES PEQUENO BARBOSA,2721,27,DC,12,4
1,6,170001723363,CIDINHA DO POVO,MARIA APARECIDA PEREIRA DA SILVA,2788,27,DC,12,4
1,7,170001595437,DINDA DA CULTURA,JACY SOARES DE LIMA,10113,10,REPUBLICANOS,12,5
1,6,170001596602,GEORGE BASTOS,GEORGE EMÍLIO DE MORAES BASTOS GONÇALVES,3030,30,NOVO,12,4
1,7,170001595445,PROFESSOR BIRA,SALUSTIANO PEREIRA DE ARAUJO NETO,10888,10,REPUBLICANOS,12,5
1,7,170001609304,ERICK CASTELO BRANCO,ERICK CASTELO BRANCO,44024,44,UNIÃO,12,5
1,6,170001609635,MARCELO MOURA,MARCELO FALCÃO DE MOURA,5152,51,PATRIOTA,12,4
1,6,170001609130,DR. VINICIUS CAMPOS,VINICIUS CAMPOS DE MELO,4455,44,UNIÃO,12,5
1,7,170001608973,JOAQUIM LIRA,JOAQUIM ELIAS CARNEIRO DE LIRA,43555,43,PV,12,2
1,7,170001618936,THOMÁS BRITO,JOSÉ THOMAS BARBOSA DA SILVA BRITO,12444,12,PDT,12,4
1,6,170001609041,DR. ADAIAS LUCENA,ADAIAS LUCENA DOS SANTOS,1350,13,PT,12,5
1,6,170001634997,PAULO SALES,PAULO HENRIQUE MELO SILVA SALES,2828,28,PRTB,12,4
1,6,170001613264,CÂNDIDA BOMFIM,CANDIDA VALÉRIA SANTOS BOMFIM,1521,15,MDB,12,5
1,6,170001729638,JACILDA URQUISA,MARIA JACILDA GODOI URQUISA,4454,44,UNIÃO,12,5
1,6,170001723359,VASCONCELOS,SEVERINO RAMOS DE VASCONCELOS,2780,27,DC,12,4
1,7,170001618410,AELSON DA HORA,AELSON FERREIRA DA HORA,50250,50,PSOL,12,5
1,6,170001620147,LUIZ OLIVEIRA,JOSÉ LUIZ DE OLIVEIRA,1466,14,PTB,3,-1
1,6,170001718021,JAIR FELIX,JAIR FELIX DA SILVA,3377,33,PMN,12,4
1,7,170001722275,PASTOR VALDEMIR,VALDEMIR COSTA DA SILVA,35445,35,PMB,3,-1
1,7,170001619707,JOEL DA HARPA,JOEL MAURINO DO CARMO,22300,22,PL,12,2
1,6,170001718022,PASTOR EDILSON SOUZA,EDILSON IZIDIO DE SOUZA,3311,33,PMN,12,4
1,6,170001609651,EZIO FERNANDES,EZIO FERNANDES DE OLIVEIRA,5102,51,PATRIOTA,12,4
1,6,170001618619,BISPO MARCOS CAMPELO,MARCOS BEZERRA CAMPELO,1167,11,PP,12,5
1,6,170001610408,MARCELO MOTTA,MARCELO DA MOTTA SILVEIRA,7007,70,AVANTE,12,5
1,7,170001620401,MARCO AURELIO MEU AMIGO,MARCO AURELIO DE MEDEIROS LIMA,40999,40,PSB,12,5
1,6,170001610568,DELEGADO EDUARDO PORTO,EDUARDO PORTO DE BARROS,7799,77,SOLIDARIEDADE,3,-1
1,7,170001613419,MANU TORRES,MANUELE TORRES DA SILVA,70112,70,AVANTE,12,4
1,6,170001618848,JULIE BRONZE,JULIANE MARIA LOPES DE ARAÚJO,1230,12,PDT,12,4
1,7,170001618402,VILMA E ZÉLIA - COLETIVO,VILMA MARIA FERREIRA,18999,18,REDE,12,5
1,6,170001613282,SIMONE LINS,SIMONE MARIA DE SOUZA LINS,1507,15,MDB,12,5
1,7,170001718140,PAMELA MENDES,PAMELA KATHELLEN SILVA MENDES,33100,33,PMN,3,-1
1,7,170001620363,ANGELA COUTINHO,ANGELA DE FATIMA DE AGUIAR COUTINHO D ANGELO,40159,40,PSB,12,5
1,7,170001605488,SAMIA A VERAS,GDNIA SAMIA ARAUJO VERAS,23577,23,CIDADANIA,12,5
1,6,170001609033,GORETHE LUCENA COLETIVO LINDU,MARIA GORETHE ALVES LUCENA,1320,13,PT,12,5
1,6,170001609642,NEGO BOMBEIRO,EDESIO GOMES DE ANDRADE,5193,51,PATRIOTA,12,4
1,3,170001613254,JADILSON BOMBEIRO,JADILSON FRANCISCO DE ANDRADE,35,35,PMB,12,4
1,7,170001618428,CRISTIANO NASCIMENTO,CRISTIANO BATISTA DO NASCIMENTO,18718,18,REDE,12,5
1,7,170001613425,PROF ADRELINA,ADRELINA BARATA DA SILVA,70007,70,AVANTE,12,4
